epoch,acc,loss,lr,val_acc,val_loss
54,0.8333333134651184,0.6063054800033569,7.8125e-06,0.4625000059604645,2.2468502521514893
55,0.81333327293396,0.5508504509925842,7.8125e-06,0.45000001788139343,2.2237722873687744
56,0.8266666531562805,0.7353191375732422,7.8125e-06,0.4625000059604645,2.2144877910614014
57,0.7999999523162842,0.6845520734786987,7.8125e-06,0.4625000059604645,2.305901288986206
58,0.8066666126251221,0.616018533706665,7.8125e-06,0.4625000059604645,2.2886812686920166
59,0.8333333134651184,0.6596280932426453,3.90625e-06,0.4375,2.154263973236084
60,0.8299999833106995,0.4982289969921112,3.90625e-06,0.4375,2.0494143962860107
61,0.8166666030883789,0.7307385206222534,3.90625e-06,0.42500001192092896,2.019411325454712
62,0.7966666221618652,0.6826399564743042,3.90625e-06,0.4375,2.032085657119751
63,0.8233333230018616,0.5269179940223694,3.90625e-06,0.4375,2.0996577739715576
64,0.7733333110809326,0.6943471431732178,3.90625e-06,0.4375,2.0138354301452637
65,0.81333327293396,0.5258762836456299,3.90625e-06,0.45000001788139343,2.082866668701172
66,0.8066666126251221,0.7199665307998657,1.953125e-06,0.42500001192092896,2.1255455017089844
67,0.8333333134651184,0.5674353241920471,1.953125e-06,0.42500001192092896,2.10502290725708
68,0.809999942779541,0.5129412412643433,1.953125e-06,0.42500001192092896,2.0996196269989014
69,0.8499999642372131,0.37194159626960754,1.953125e-06,0.4375,2.1312625408172607
70,0.8199999332427979,0.5921779870986938,1.953125e-06,0.42500001192092896,2.163637399673462
71,0.8233333230018616,0.5862032175064087,1.953125e-06,0.42500001192092896,2.1296184062957764
72,0.8166666030883789,0.6758309602737427,1.953125e-06,0.4375,2.121281385421753
73,0.8466666340827942,0.4921433925628662,9.765625e-07,0.45000001788139343,2.0357370376586914
74,0.8033332824707031,0.6693249940872192,9.765625e-07,0.4375,2.0114543437957764
75,0.8399999737739563,0.5958021879196167,9.765625e-07,0.42500001192092896,1.9799442291259766
76,0.8399999737739563,0.609433650970459,9.765625e-07,0.4124999940395355,2.020275115966797
77,0.7866666316986084,0.682101309299469,9.765625e-07,0.42500001192092896,2.057698965072632
78,0.7866666316986084,0.7509604096412659,9.765625e-07,0.42500001192092896,2.12034010887146
79,0.7999999523162842,0.7669179439544678,9.765625e-07,0.4375,2.129128932952881
80,0.8299999833106995,0.5848595499992371,4.882813e-07,0.45000001788139343,2.172776460647583
81,0.8433333039283752,0.48007693886756897,4.882813e-07,0.42500001192092896,2.1575565338134766
82,0.7733333110809326,0.6941419243812561,4.882813e-07,0.4124999940395355,2.235802173614502
83,0.81333327293396,0.6024527549743652,4.882813e-07,0.4375,2.2191381454467773
84,0.7966666221618652,0.6658645272254944,4.882813e-07,0.45000001788139343,2.261815309524536
85,0.7899999618530273,0.7883883714675903,4.882813e-07,0.4375,2.235279083251953
86,0.8399999737739563,0.3809793293476105,4.882813e-07,0.42500001192092896,2.192125082015991
87,0.809999942779541,0.5621775388717651,2.4414064e-07,0.4124999940395355,2.1330440044403076
88,0.8499999642372131,0.6081105470657349,2.4414064e-07,0.4124999940395355,2.020063877105713
89,0.7966666221618652,0.5617250204086304,2.4414064e-07,0.4124999940395355,2.0668222904205322
90,0.8533332943916321,0.4341188371181488,2.4414064e-07,0.4124999940395355,2.068798542022705
91,0.8399999737739563,0.47881513833999634,2.4414064e-07,0.4124999940395355,2.0786960124969482
92,0.809999942779541,0.6028939485549927,2.4414064e-07,0.4375,2.1397321224212646
93,0.8233333230018616,0.5826023817062378,2.4414064e-07,0.45000001788139343,2.136239767074585
94,0.8233333230018616,0.5999341607093811,1.2207032e-07,0.45000001788139343,2.146880865097046
95,0.8666666150093079,0.5784991383552551,1.2207032e-07,0.4375,2.1042068004608154
96,0.7999999523162842,0.5953409671783447,1.2207032e-07,0.4375,2.0671560764312744
97,0.809999942779541,0.6446521282196045,1.2207032e-07,0.42500001192092896,2.0666205883026123
98,0.809999942779541,0.5220938324928284,1.2207032e-07,0.4124999940395355,2.050231695175171
99,0.7699999809265137,0.6666871905326843,1.2207032e-07,0.4000000059604645,2.0796000957489014
100,0.8199999332427979,0.6448540091514587,1.2207032e-07,0.4124999940395355,2.1450929641723633
101,0.8166666030883789,0.5885958671569824,6.103516e-08,0.4124999940395355,2.130080461502075
102,0.8166666030883789,0.5881311297416687,6.103516e-08,0.42500001192092896,2.03606915473938
103,0.81333327293396,0.646888792514801,6.103516e-08,0.42500001192092896,2.026179790496826
104,0.8366666436195374,0.5414009690284729,6.103516e-08,0.4375,2.0484681129455566
105,0.81333327293396,0.6903790831565857,6.103516e-08,0.45000001788139343,2.1065518856048584
106,0.8499999642372131,0.4317479729652405,6.103516e-08,0.4375,2.0247914791107178
107,0.8333333134651184,0.43193912506103516,6.103516e-08,0.4375,2.011439561843872
108,0.8199999332427979,0.6462413668632507,3.051758e-08,0.4375,1.9876798391342163
109,0.81333327293396,0.6348058581352234,3.051758e-08,0.4375,2.0693612098693848
110,0.8366666436195374,0.5198526382446289,3.051758e-08,0.45000001788139343,2.107605218887329
111,0.7766666412353516,0.7477728128433228,3.051758e-08,0.4375,2.1055052280426025
112,0.8466666340827942,0.6599438786506653,3.051758e-08,0.45000001788139343,2.104518175125122
113,0.8333333134651184,0.5954486727714539,3.051758e-08,0.4375,2.105039596557617
114,0.7966666221618652,0.9459812045097351,3.051758e-08,0.4375,2.0928590297698975
115,0.7966666221618652,0.7593550086021423,1.525879e-08,0.45000001788139343,2.02939772605896
116,0.8033332824707031,0.6482061147689819,1.525879e-08,0.4375,2.0116002559661865
117,0.8333333134651184,0.5715154409408569,1.525879e-08,0.45000001788139343,1.988661766052246
118,0.8333333134651184,0.6946871876716614,1.525879e-08,0.4375,2.017638921737671
119,0.8199999332427979,0.5078590512275696,1.525879e-08,0.4375,2.0374553203582764
120,0.8633332848548889,0.5205492973327637,1.525879e-08,0.42500001192092896,2.083301544189453
121,0.7933332920074463,0.6320527791976929,1.525879e-08,0.42500001192092896,1.9924935102462769
122,0.8366666436195374,0.5331344604492188,7.629395e-09,0.4375,1.9630943536758423
123,0.7999999523162842,0.6533707976341248,7.629395e-09,0.45000001788139343,1.9607845544815063
124,0.8199999332427979,0.524129331111908,7.629395e-09,0.45000001788139343,1.984656572341919
125,0.8266666531562805,0.6031565070152283,7.629395e-09,0.45000001788139343,2.0030744075775146
126,0.8366666436195374,0.6076198816299438,7.629395e-09,0.45000001788139343,1.968308687210083
127,0.8366666436195374,0.5034812092781067,7.629395e-09,0.4375,1.9125498533248901
128,0.856666624546051,0.5238251686096191,7.629395e-09,0.4625000059604645,1.9091800451278687
129,0.7966666221618652,0.689272403717041,3.8146974e-09,0.4375,1.905550241470337
130,0.7899999618530273,0.6125852465629578,3.8146974e-09,0.4375,1.9565496444702148
131,0.809999942779541,0.5211145281791687,3.8146974e-09,0.4375,2.014120101928711
132,0.8166666030883789,0.7728567719459534,3.8146974e-09,0.4625000059604645,2.095980644226074
133,0.809999942779541,0.5095780491828918,3.8146974e-09,0.4625000059604645,2.1164252758026123
134,0.8033332824707031,0.6020147204399109,3.8146974e-09,0.4625000059604645,2.1098432540893555
135,0.8299999833106995,0.6672935485839844,3.8146974e-09,0.4625000059604645,2.116962194442749
136,0.8899999856948853,0.4171183407306671,1.9073487e-09,0.4375,2.1425235271453857
137,0.8333333134651184,0.665718138217926,1.9073487e-09,0.4375,2.0930986404418945
138,0.7999999523162842,0.5301247239112854,1.9073487e-09,0.45000001788139343,2.08708119392395
139,0.8299999833106995,0.5240383744239807,1.9073487e-09,0.4625000059604645,2.0607240200042725
140,0.8266666531562805,0.6783679127693176,1.9073487e-09,0.4625000059604645,2.2199254035949707
141,0.856666624546051,0.5453013181686401,1.9073487e-09,0.4749999940395355,2.2647056579589844
142,0.8466666340827942,0.599626362323761,1.9073487e-09,0.4625000059604645,2.255474090576172
143,0.8166666030883789,0.6750771999359131,1e-09,0.4625000059604645,2.2018258571624756
144,0.8299999833106995,0.6060657501220703,1e-09,0.45000001788139343,2.2527682781219482
145,0.7799999713897705,0.7372679710388184,1e-09,0.4625000059604645,2.2467358112335205
146,0.8266666531562805,0.5759603977203369,1e-09,0.4625000059604645,2.165915012359619
147,0.7999999523162842,0.6813091039657593,1e-09,0.4625000059604645,2.196990728378296
148,0.809999942779541,0.5966762900352478,1e-09,0.4625000059604645,2.2599759101867676
149,0.8033332824707031,0.5593963265419006,1e-09,0.4625000059604645,2.236557722091675
