epoch,acc,loss,lr,val_acc,val_loss
0,0.17999999225139618,3.8775644302368164,0.001,0.30000001192092896,2.558687925338745
1,0.2666666507720947,3.3323264122009277,0.001,0.25,1.6262874603271484
2,0.28999999165534973,3.2084975242614746,0.001,0.25,1.480053186416626
3,0.2966666519641876,2.7431135177612305,0.001,0.25,1.4824045896530151
4,0.3933333158493042,2.291332960128784,0.001,0.20000000298023224,6.705810546875
5,0.4099999666213989,2.0592384338378906,0.001,0.2750000059604645,4.306304454803467
6,0.4166666567325592,2.040292978286743,0.001,0.30000001192092896,3.6667351722717285
7,0.4899999797344208,1.7485328912734985,0.001,0.25,3.258884906768799
8,0.5433332920074463,1.5789475440979004,0.001,0.2750000059604645,7.498051643371582
9,0.4899999797344208,1.8551024198532104,0.001,0.20000000298023224,3.3497140407562256
10,0.5633333325386047,1.4899623394012451,0.0005,0.2750000059604645,4.289409160614014
11,0.5499999523162842,1.4441263675689697,0.0005,0.22500000894069672,2.4219722747802734
12,0.6199999451637268,1.3263938426971436,0.0005,0.21250000596046448,4.874764919281006
13,0.60999995470047,1.272656798362732,0.0005,0.23749999701976776,7.5140838623046875
14,0.5866666436195374,1.2362449169158936,0.0005,0.2874999940395355,1.8312339782714844
15,0.6199999451637268,1.3317729234695435,0.0005,0.3375000059604645,2.2678158283233643
16,0.65666663646698,0.9623907208442688,0.0005,0.38750001788139343,5.580170631408691
17,0.7299999594688416,0.9158934354782104,0.00025,0.4124999940395355,2.8680076599121094
18,0.6966666579246521,0.991582989692688,0.00025,0.3499999940395355,3.0299041271209717
19,0.70333331823349,1.216761827468872,0.00025,0.375,2.9806981086730957
20,0.7166666388511658,0.9711933135986328,0.00025,0.375,3.2978813648223877
21,0.7366666197776794,0.8659293055534363,0.00025,0.4375,1.9961353540420532
22,0.6899999976158142,0.8881836533546448,0.00025,0.4625000059604645,3.6187520027160645
23,0.7133333086967468,1.0618236064910889,0.00025,0.4124999940395355,2.3402163982391357
24,0.7099999785423279,0.9783514738082886,0.000125,0.4625000059604645,3.48834228515625
25,0.7233332991600037,1.0441584587097168,0.000125,0.4625000059604645,1.5564417839050293
26,0.7466666102409363,0.8953912854194641,0.000125,0.4625000059604645,1.765943169593811
27,0.7533332705497742,0.8542594909667969,0.000125,0.45000001788139343,2.170109510421753
28,0.7499999403953552,0.8034378290176392,0.000125,0.4625000059604645,1.6385072469711304
29,0.7766666412353516,0.7068123817443848,0.000125,0.4375,1.6365419626235962
30,0.7666666507720947,0.8442987203598022,0.000125,0.4749999940395355,2.559830904006958
31,0.7666666507720947,0.9306608438491821,6.25e-05,0.4749999940395355,2.0046091079711914
32,0.7333332896232605,0.8493776917457581,6.25e-05,0.4625000059604645,2.0213630199432373
33,0.7499999403953552,0.8008019924163818,6.25e-05,0.4375,1.9560844898223877
34,0.7833333015441895,0.7362760305404663,6.25e-05,0.5,1.6843868494033813
35,0.8333333134651184,0.6561114192008972,6.25e-05,0.5,2.459158420562744
36,0.809999942779541,0.8028315901756287,6.25e-05,0.48750001192092896,2.188002824783325
37,0.7766666412353516,0.7392542362213135,6.25e-05,0.4749999940395355,1.720192790031433
38,0.7966666221618652,0.6643856763839722,3.125e-05,0.4749999940395355,1.8940132856369019
39,0.7999999523162842,0.752252459526062,3.125e-05,0.4749999940395355,1.9421437978744507
40,0.7933332920074463,0.6001309156417847,3.125e-05,0.42500001192092896,1.7876548767089844
41,0.8066666126251221,0.6105608344078064,3.125e-05,0.4375,1.8713018894195557
42,0.809999942779541,0.7654390335083008,3.125e-05,0.45000001788139343,1.949217677116394
43,0.8166666030883789,0.725227415561676,3.125e-05,0.4625000059604645,1.9594706296920776
44,0.7899999618530273,0.7146908044815063,3.125e-05,0.4375,2.882192850112915
45,0.7633333206176758,1.056746244430542,1.5625e-05,0.4375,2.8027780055999756
46,0.7999999523162842,0.6131691932678223,1.5625e-05,0.4375,2.4899954795837402
47,0.8066666126251221,0.6133061051368713,1.5625e-05,0.42500001192092896,2.302762508392334
48,0.8499999642372131,0.6043269634246826,1.5625e-05,0.45000001788139343,2.052614688873291
49,0.7933332920074463,0.6163792610168457,1.5625e-05,0.45000001788139343,2.10376238822937
50,0.8233333230018616,0.5807787179946899,1.5625e-05,0.45000001788139343,2.205326795578003
51,0.7933332920074463,0.824258029460907,1.5625e-05,0.45000001788139343,2.3930559158325195
52,0.809999942779541,0.60496985912323,7.8125e-06,0.42500001192092896,2.489274740219116
53,0.7799999713897705,0.9737718105316162,7.8125e-06,0.45000001788139343,2.3442482948303223
